,node_1,node_2,start_of_interaction,end_of_interaction,duration,distance,angle
1585,fly6,fly12,6715,7007,293,,
1268,fly12,fly8,6717,7033,317,,
1728,fly6,fly8,6721,6735,15,,
2284,fly7,fly4,6736,6764,29,,
1959,fly4,fly7,6736,6764,29,,
1409,fly1,fly5,6737,6776,40,,
2488,fly5,fly1,6752,6868,117,,
1365,fly1,fly6,6756,6780,25,,
1729,fly6,fly8,6760,6831,72,,
1366,fly1,fly6,6807,7022,216,,
2014,fly4,fly8,6838,6914,77,,
1929,fly4,fly6,6841,6972,132,,
1641,fly6,fly4,6841,7017,177,,
1890,fly4,fly12,6842,7075,234,,
1202,fly12,fly4,6842,7051,210,,
1730,fly6,fly8,6848,6921,74,,
2321,fly7,fly5,6855,6873,19,,
2322,fly7,fly5,6883,6917,35,,
2776,fly8,fly4,6931,6963,33,,
2015,fly4,fly8,6937,6963,27,,
2702,fly8,fly12,6939,7064,126,,
560,fly2,fly11,6947,7042,96,,
1930,fly4,fly6,6976,7003,28,,
2218,fly7,fly1,7001,7022,22,,
1667,fly6,fly7,7004,7039,36,,
1931,fly4,fly6,7005,7089,85,,
2777,fly8,fly4,7006,7081,76,,
2016,fly4,fly8,7006,7034,29,,
1228,fly12,fly7,7008,7051,44,,
1616,fly6,fly1,7012,7029,18,,
1179,fly12,fly6,7020,7075,56,,
2749,fly8,fly6,7037,7050,14,,
2285,fly7,fly4,7049,7081,33,,
2341,fly7,fly8,7051,7102,52,,
464,fly3,fly5,7052,7068,17,,
1203,fly12,fly4,7053,7104,52,,
2802,fly8,fly7,7057,7102,46,,
42,fly9,fly2,7061,7075,15,,
43,fly9,fly2,7083,7100,18,,
1269,fly12,fly8,7086,7102,17,,
2778,fly8,fly4,7096,7120,25,,
2017,fly4,fly8,7103,7140,38,,
1180,fly12,fly6,7104,7155,52,,
836,fly11,fly2,7116,7136,21,,
963,fly11,fly7,7119,7175,57,,
2703,fly8,fly12,7122,7156,35,,
2750,fly8,fly6,7126,7173,48,,
1867,fly4,fly11,7135,7162,28,,
933,fly11,fly4,7139,7185,47,,
2018,fly4,fly8,7143,7165,23,,
1270,fly12,fly8,7144,7223,80,,
2065,fly7,fly9,7147,7186,40,,
789,fly11,fly9,7147,7173,27,,
44,fly9,fly2,7147,7163,17,,
1960,fly4,fly7,7149,7175,27,,
2286,fly7,fly4,7155,7186,32,,
1138,fly12,fly11,7155,7189,35,,
1891,fly4,fly12,7156,7190,35,,
1229,fly12,fly7,7160,7222,63,,
1204,fly12,fly4,7160,7193,34,,
1793,fly4,fly9,7167,7190,24,,
506,fly2,fly9,7169,7184,16,,
2676,fly8,fly11,7174,7191,18,,
2133,fly7,fly2,7181,7203,23,,
2176,fly7,fly11,7185,7211,27,,
1016,fly11,fly8,7191,7257,67,,
2342,fly7,fly8,7197,7252,56,,
964,fly11,fly7,7203,7217,15,,
155,fly9,fly4,7206,7222,17,,
2704,fly8,fly12,7211,7453,243,,
1794,fly4,fly9,7216,7245,30,,
965,fly11,fly7,7219,7240,22,,
1868,fly4,fly11,7219,7239,21,,
1181,fly12,fly6,7225,7712,488,,
156,fly9,fly4,7226,7241,16,,
2177,fly7,fly11,7232,7267,36,,
71,fly9,fly11,7242,7257,16,,
2066,fly7,fly9,7266,7291,26,,
1017,fly11,fly8,7279,7332,54,,
2134,fly7,fly2,7283,7302,20,,
837,fly11,fly2,7337,7406,70,,
691,fly2,fly7,7392,7412,21,,
2067,fly7,fly9,7414,7428,15,,
181,fly9,fly7,7429,7442,14,,
364,fly3,fly1,7430,7509,80,,
2705,fly8,fly12,7464,7483,20,,
1476,fly6,fly3,7481,7511,31,,
1586,fly6,fly12,7510,7523,14,,
1083,fly12,fly3,7522,7672,151,,
382,fly3,fly6,7523,7569,47,,
2528,fly5,fly4,7525,7556,32,,
1961,fly4,fly7,7529,7545,17,,
346,fly3,fly12,7531,7551,21,,
347,fly3,fly12,7556,7569,14,,
2677,fly8,fly11,7573,7625,53,,
2323,fly7,fly5,7589,7606,18,,
2562,fly5,fly7,7596,7629,34,,
383,fly3,fly6,7611,7649,39,,
2040,fly4,fly10,7661,7736,76,,
1477,fly6,fly3,7683,7705,23,,
384,fly3,fly6,7687,7728,42,,
1478,fly6,fly3,7734,7771,38,,
1367,fly1,fly6,7734,7768,35,,
1617,fly6,fly1,7739,7771,33,,
182,fly9,fly7,7754,7786,33,,
2068,fly7,fly9,7755,7780,26,,
1317,fly1,fly3,7760,7782,23,,
1618,fly6,fly1,7779,7795,17,,
1479,fly6,fly3,7786,7864,79,,
2135,fly7,fly2,7786,7811,26,,
692,fly2,fly7,7786,7810,25,,
385,fly3,fly6,7790,7809,20,,
365,fly3,fly1,7813,7828,16,,
1318,fly1,fly3,7828,7885,58,,
386,fly3,fly6,7829,7864,36,,
664,fly2,fly4,7843,7864,22,,
1869,fly4,fly11,7852,7878,27,,
1182,fly12,fly6,7862,7947,86,,
2803,fly8,fly7,7877,7912,36,,
2706,fly8,fly12,7880,7894,15,,
1480,fly6,fly3,7881,7898,18,,
387,fly3,fly6,7882,7896,15,,
2343,fly7,fly8,7886,7909,24,,
1319,fly1,fly3,7900,8016,117,,
1870,fly4,fly11,7907,7945,39,,
1018,fly11,fly8,7908,7933,26,,
1230,fly12,fly7,7914,7949,36,,
366,fly3,fly1,7917,7985,69,,
1019,fly11,fly8,7947,7962,16,,
2251,fly7,fly6,7947,7997,51,,
1587,fly6,fly12,7953,7978,26,,
1393,fly1,fly7,7958,8010,53,,
2103,fly7,fly3,7959,8010,52,,
2019,fly4,fly8,7961,7979,19,,
446,fly3,fly7,7965,7989,25,,
2219,fly7,fly1,7966,7980,15,,
388,fly3,fly6,7977,8008,32,,
1892,fly4,fly12,7981,8362,382,,
2779,fly8,fly4,7985,8030,46,,
2707,fly8,fly12,7988,8041,54,,
2220,fly7,fly1,7996,8013,18,,
1368,fly1,fly6,7999,8016,18,,
1481,fly6,fly3,8005,8021,17,,
1271,fly12,fly8,8010,8131,122,,
1619,fly6,fly1,8017,8037,21,,
1394,fly1,fly7,8018,8033,16,,
2020,fly4,fly8,8029,8143,115,,
2708,fly8,fly12,8063,8076,14,,
2608,fly5,fly10,8076,8098,23,,
2916,fly10,fly2,8134,8166,33,,
766,fly2,fly10,8135,8161,27,,
348,fly3,fly12,8179,8203,25,,
415,fly3,fly4,8182,8198,17,,
349,fly3,fly12,8227,8261,35,,
416,fly3,fly4,8245,8267,23,,
389,fly3,fly6,8266,8279,14,,
1482,fly6,fly3,8272,8362,91,,
997,fly11,fly5,8278,8315,38,,
2458,fly5,fly11,8278,8383,106,,
1642,fly6,fly4,8300,8356,57,,
1588,fly6,fly12,8317,8356,40,,
447,fly3,fly7,8339,8356,18,,
1205,fly12,fly4,8353,8648,296,,
1932,fly4,fly6,8354,8371,18,,
604,fly2,fly1,8389,8449,61,,
2287,fly7,fly4,8394,8414,21,,
1962,fly4,fly7,8395,8414,20,,
2201,fly7,fly12,8395,8417,23,,
1329,fly1,fly2,8406,8424,19,,
1084,fly12,fly3,8407,8428,22,,
1893,fly4,fly12,8409,8424,16,,
1668,fly6,fly7,8411,8434,24,,
2459,fly5,fly11,8430,8576,147,,
1330,fly1,fly2,8434,8480,47,,
1894,fly4,fly12,8448,8465,18,,
605,fly2,fly1,8472,8492,21,,
1331,fly1,fly2,8518,8541,24,,
904,fly11,fly6,8519,8570,52,,
2252,fly7,fly6,8525,8557,33,,
1085,fly12,fly3,8538,8551,14,,
2178,fly7,fly11,8541,8583,43,,
2324,fly7,fly5,8547,8577,31,,
2563,fly5,fly7,8547,8591,45,,
966,fly11,fly7,8563,8609,47,,
1086,fly12,fly3,8574,9031,458,,
1819,fly4,fly3,8596,8855,260,,
1065,fly12,fly9,8596,8613,18,,
1895,fly4,fly12,8602,8713,112,,
2564,fly5,fly7,8603,8812,210,,
157,fly9,fly4,8624,8802,179,,
1896,fly4,fly12,8717,8859,143,,
96,fly9,fly12,8767,8807,41,,
1113,fly12,fly2,8793,8839,47,,
2583,fly5,fly8,8804,8840,37,,
133,fly9,fly6,8816,8861,46,,
2804,fly8,fly7,8839,8852,14,,
158,fly9,fly4,8843,8868,26,,
533,fly2,fly3,8843,8858,16,,
2460,fly5,fly11,8845,8886,42,,
1643,fly6,fly4,8849,8867,19,,
586,fly2,fly12,8849,8876,28,,
2990,fly10,fly1,8856,8938,83,,
1066,fly12,fly9,8863,8876,14,,
1429,fly1,fly10,8865,8983,119,,
1842,fly4,fly2,8866,8879,14,,
636,fly2,fly6,8873,8886,14,,
1843,fly4,fly2,8884,8920,37,,
998,fly11,fly5,8935,9153,219,,
2991,fly10,fly1,8956,8988,33,,
1114,fly12,fly2,8961,8977,17,,
587,fly2,fly12,8961,8976,16,,
2021,fly4,fly8,8963,9010,48,,
2780,fly8,fly4,8963,9010,48,,
45,fly9,fly2,9019,9033,15,,
117,fly9,fly1,9035,9058,24,,
1589,fly6,fly12,9036,9094,59,,
1306,fly1,fly9,9039,9054,16,,
2992,fly10,fly1,9059,9121,63,,
183,fly9,fly7,9075,9094,20,,
2069,fly7,fly9,9075,9094,20,,
1183,fly12,fly6,9077,9154,78,,
1430,fly1,fly10,9081,9138,58,,
481,fly3,fly8,9089,9254,166,,
2635,fly8,fly3,9107,9254,148,,
1590,fly6,fly12,9109,9153,45,,
1820,fly4,fly3,9126,9243,118,,
767,fly2,fly10,9150,9190,41,,
693,fly2,fly7,9151,9211,61,,
2136,fly7,fly2,9151,9209,59,,
2374,fly7,fly10,9158,9208,51,,
1431,fly1,fly10,9161,9190,30,,
1395,fly1,fly7,9161,9195,35,,
1512,fly6,fly2,9176,9208,33,,
1764,fly6,fly10,9193,9237,45,,
3020,fly10,fly6,9197,9243,47,,
1332,fly1,fly2,9209,9244,36,,
606,fly2,fly1,9234,9303,70,,
1231,fly12,fly7,9244,9339,96,,
1333,fly1,fly2,9246,9310,65,,
1765,fly6,fly10,9253,9271,19,,
417,fly3,fly4,9256,9281,26,,
1513,fly6,fly2,9281,9301,21,,
1620,fly6,fly1,9285,9350,66,,
1369,fly1,fly6,9286,9347,62,,
1206,fly12,fly4,9319,9342,24,,
1207,fly12,fly4,9353,9373,21,,
1514,fly6,fly2,9358,9380,23,,
2202,fly7,fly12,9361,9374,14,,
2416,fly5,fly3,9373,9406,34,,
465,fly3,fly5,9373,9406,34,,
2565,fly5,fly7,9406,9419,14,,
2325,fly7,fly5,9406,9471,66,,
813,fly11,fly3,9420,9494,75,,
325,fly3,fly11,9420,9459,40,,
2566,fly5,fly7,9447,9477,31,,
2104,fly7,fly3,9453,9492,40,,
229,fly9,fly8,9453,9489,37,,
2623,fly8,fly9,9458,9484,27,,
2781,fly8,fly4,9489,9541,53,,
637,fly2,fly6,9505,9539,35,,
3105,fly10,fly8,9549,9598,50,,
3051,fly10,fly4,9553,9592,40,,
638,fly2,fly6,9564,9601,38,,
2041,fly4,fly10,9575,9593,19,,
2782,fly8,fly4,9593,9607,15,,
2854,fly8,fly10,9594,9619,26,,
3052,fly10,fly4,9602,9615,14,,
639,fly2,fly6,9610,9656,47,,
1208,fly12,fly4,9616,9647,32,,
1292,fly12,fly10,9620,9731,112,,
694,fly2,fly7,9628,9655,28,,
2042,fly4,fly10,9640,9654,15,,
1669,fly6,fly7,9642,9677,36,,
790,fly11,fly9,9643,10186,544,,
2968,fly10,fly12,9644,9665,22,,
2783,fly8,fly4,9645,9687,43,,
2022,fly4,fly8,9647,9691,45,,
695,fly2,fly7,9672,9686,15,,
640,fly2,fly6,9672,9697,26,,
2855,fly8,fly10,9680,9745,66,,
2969,fly10,fly12,9683,9731,49,,
1670,fly6,fly7,9697,9750,54,,
1272,fly12,fly8,9711,9740,30,,
3106,fly10,fly8,9712,9726,15,,
534,fly2,fly3,9715,9735,21,,
2137,fly7,fly2,9719,9736,18,,
1911,fly4,fly1,9733,9811,79,,
1383,fly1,fly4,9734,9805,72,,
3107,fly10,fly8,9739,9768,30,,
2138,fly7,fly2,9778,9792,15,,
1273,fly12,fly8,9790,9856,67,,
1515,fly6,fly2,9816,9857,42,,
2344,fly7,fly8,9857,9873,17,,
641,fly2,fly6,9858,9878,21,,
2805,fly8,fly7,9867,9945,79,,
2431,fly5,fly2,9873,9889,17,,
1274,fly12,fly8,9911,9931,21,,
1115,fly12,fly2,9919,9940,22,,
2655,fly8,fly2,9930,9954,25,,
588,fly2,fly12,9932,9955,24,,
743,fly2,fly8,9936,9958,23,,
2709,fly8,fly12,9956,9977,22,,
2139,fly7,fly2,9960,9999,40,,
2345,fly7,fly8,9963,10001,39,,
2806,fly8,fly7,9963,9997,35,,
2656,fly8,fly2,9966,10004,39,,
2203,fly7,fly12,9974,10004,31,,
744,fly2,fly8,9977,10008,32,,
1232,fly12,fly7,9999,10018,20,,
589,fly2,fly12,10003,10019,17,,
1116,fly12,fly2,10010,10029,20,,
696,fly2,fly7,10012,10048,37,,
1275,fly12,fly8,10015,10042,28,,
2513,fly5,fly6,10025,10091,67,,
2710,fly8,fly12,10030,10072,43,,
2140,fly7,fly2,10034,10049,16,,
2346,fly7,fly8,10035,10049,15,,
2657,fly8,fly2,10036,10080,45,,
2253,fly7,fly6,10051,10080,30,,
745,fly2,fly8,10053,10086,34,,
1293,fly12,fly10,10061,10165,105,,
2326,fly7,fly5,10070,10083,14,,
1709,fly6,fly5,10071,10092,22,,
590,fly2,fly12,10075,10119,45,,
1117,fly12,fly2,10091,10132,42,,
1276,fly12,fly8,10119,10151,33,,
2288,fly7,fly4,10136,10189,54,,
1118,fly12,fly2,10138,10324,187,,
2711,fly8,fly12,10138,10164,27,,
2917,fly10,fly2,10142,10221,80,,
326,fly3,fly11,10154,10186,33,,
2970,fly10,fly12,10156,10218,63,,
2751,fly8,fly6,10159,10201,43,,
814,fly11,fly3,10167,10218,52,,
1731,fly6,fly8,10170,10203,34,,
271,fly3,fly9,10181,10205,25,,
591,fly2,fly12,10181,10321,141,,
1591,fly6,fly12,10183,10201,19,,
2461,fly5,fly11,10192,10239,48,,
2712,fly8,fly12,10193,10209,17,,
2856,fly8,fly10,10205,10243,39,,
2752,fly8,fly6,10209,10243,35,,
862,fly11,fly12,10224,10298,75,,
1139,fly12,fly11,10224,10242,19,,
1020,fly11,fly8,10237,10304,68,,
46,fly9,fly2,10242,10330,89,,
507,fly2,fly9,10244,10297,54,,
2678,fly8,fly11,10244,10259,16,,
1067,fly12,fly9,10247,10383,137,,
2948,fly10,fly11,10247,10261,15,,
1038,fly11,fly10,10247,10308,62,,
97,fly9,fly12,10247,10261,15,,
1732,fly6,fly8,10248,10274,27,,
1766,fly6,fly10,10250,10264,15,,
1140,fly12,fly11,10257,10270,14,,
2713,fly8,fly12,10261,10301,41,,
2679,fly8,fly11,10266,10293,28,,
2949,fly10,fly11,10277,10291,15,,
1141,fly12,fly11,10278,10388,111,,
3108,fly10,fly8,10286,10312,27,,
1396,fly1,fly7,10286,10309,24,,
3021,fly10,fly6,10290,10310,21,,
1733,fly6,fly8,10307,10354,48,,
2221,fly7,fly1,10310,10327,18,,
1592,fly6,fly12,10311,10332,22,,
134,fly9,fly6,10313,10350,38,,
642,fly2,fly6,10313,10326,14,,
2857,fly8,fly10,10314,10338,25,,
1452,fly6,fly9,10316,10329,14,,
230,fly9,fly8,10318,10352,35,,
98,fly9,fly12,10320,10337,18,,
2714,fly8,fly12,10321,10349,29,,
2971,fly10,fly12,10353,10398,46,,
643,fly2,fly6,10354,10375,22,,
2753,fly8,fly6,10359,10550,192,,
746,fly2,fly8,10360,10377,18,,
592,fly2,fly12,10366,10427,62,,
2878,fly10,fly9,10366,10430,65,,
2715,fly8,fly12,10378,10547,170,,
508,fly2,fly9,10380,10410,31,,
72,fly9,fly11,10383,10405,23,,
2624,fly8,fly9,10383,10400,18,,
1985,fly4,fly5,10384,10398,15,,
231,fly9,fly8,10385,10413,29,,
2918,fly10,fly2,10385,10407,23,,
2105,fly7,fly3,10386,10421,36,,
448,fly3,fly7,10386,10415,30,,
1277,fly12,fly8,10386,10536,151,,
135,fly9,fly6,10387,10410,24,,
99,fly9,fly12,10389,10412,24,,
1119,fly12,fly2,10389,10437,49,,
47,fly9,fly2,10390,10451,62,,
1184,fly12,fly6,10397,10429,33,,
2043,fly4,fly10,10399,10412,14,,
644,fly2,fly6,10400,10417,18,,
1549,fly6,fly11,10401,10418,18,,
2680,fly8,fly11,10402,10449,48,,
747,fly2,fly8,10402,10437,36,,
159,fly9,fly4,10406,10446,41,,
1209,fly12,fly4,10407,10424,18,,
2023,fly4,fly8,10419,10528,110,,
209,fly9,fly5,10428,10445,18,,
1210,fly12,fly4,10429,10445,17,,
1897,fly4,fly12,10430,10445,16,,
729,fly2,fly5,10433,10458,26,,
1185,fly12,fly6,10439,10550,112,,
1550,fly6,fly11,10445,10503,59,,
210,fly9,fly5,10453,10539,87,,
2681,fly8,fly11,10453,10473,21,,
1593,fly6,fly12,10456,10470,15,,
768,fly2,fly10,10464,10482,19,,
2478,fly5,fly12,10474,10538,65,,
1594,fly6,fly12,10478,10501,24,,
1734,fly6,fly8,10504,10581,78,,
1453,fly6,fly9,10526,10543,18,,
1142,fly12,fly11,10529,10550,22,,
1256,fly12,fly5,10551,10603,53,,
2754,fly8,fly6,10555,10590,36,,
232,fly9,fly8,10560,10594,35,,
2834,fly8,fly5,10574,10592,19,,
48,fly9,fly2,10575,10604,30,,
1278,fly12,fly8,10584,10602,19,,
1143,fly12,fly11,10599,10620,22,,
1595,fly6,fly12,10600,10631,32,,
1710,fly6,fly5,10602,10617,16,,
2514,fly5,fly6,10602,10619,18,,
2584,fly5,fly8,10624,10703,80,,
730,fly2,fly5,10654,10713,60,,
2835,fly8,fly5,10723,10746,24,,
815,fly11,fly3,10726,10743,18,,
327,fly3,fly11,10733,10786,54,,
2585,fly5,fly8,10742,10776,35,,
118,fly9,fly1,10742,10766,25,,
2901,fly10,fly3,10761,10806,46,,
1307,fly1,fly9,10772,10795,24,,
495,fly3,fly10,10787,10805,19,,
1596,fly6,fly12,10789,10887,99,,
16,fly9,fly3,10799,10832,34,,
1308,fly1,fly9,10817,10832,16,,
272,fly3,fly9,10818,10851,34,,
119,fly9,fly1,10837,10851,15,,
1963,fly4,fly7,10845,10939,95,,
1343,fly1,fly11,10847,10923,77,,
1144,fly12,fly11,10883,10916,34,,
863,fly11,fly12,10883,10942,60,,
1597,fly6,fly12,10889,11050,162,,
864,fly11,fly12,10945,11127,183,,
2347,fly7,fly8,11020,11034,15,,
307,fly3,fly2,11023,11063,41,,
697,fly2,fly7,11038,11065,28,,
1186,fly12,fly6,11043,11202,160,,
2106,fly7,fly3,11044,11083,40,,
449,fly3,fly7,11044,11069,26,,
17,fly9,fly3,11061,11075,15,,
273,fly3,fly9,11072,11124,53,,
49,fly9,fly2,11083,11103,21,,
816,fly11,fly3,11107,11133,27,,
607,fly2,fly1,11111,11132,22,,
328,fly3,fly11,11125,11140,16,,
1087,fly12,fly3,11136,11156,21,,
350,fly3,fly12,11139,11153,15,,
872,fly11,fly1,11149,11311,163,,
73,fly9,fly11,11189,11221,33,,
184,fly9,fly7,11238,11261,24,,
2070,fly7,fly9,11239,11258,20,,
1767,fly6,fly10,11273,11320,48,,
3022,fly10,fly6,11278,11304,27,,
1068,fly12,fly9,11294,11643,350,,
1432,fly1,fly10,11308,11346,39,,
3072,fly10,fly7,11319,11333,15,,
905,fly11,fly6,11328,11343,16,,
2836,fly8,fly5,11361,11423,63,,
100,fly9,fly12,11364,11383,20,,
1433,fly1,fly10,11369,11384,16,,
2993,fly10,fly1,11369,11407,39,,
1551,fly6,fly11,11385,11466,82,,
2784,fly8,fly4,11424,11465,42,,
2024,fly4,fly8,11425,11469,45,,
1986,fly4,fly5,11425,11460,36,,
3023,fly10,fly6,11436,11457,22,,
466,fly3,fly5,11453,11505,53,,
2417,fly5,fly3,11453,11508,56,,
2785,fly8,fly4,11468,11515,48,,
1987,fly4,fly5,11470,11805,336,,
2837,fly8,fly5,11479,11514,36,,
2222,fly7,fly1,11487,11500,14,,
1671,fly6,fly7,11501,11522,22,,
482,fly3,fly8,11505,11521,17,,
2636,fly8,fly3,11512,11539,28,,
418,fly3,fly4,11516,11530,15,,
2254,fly7,fly6,11516,11539,24,,
1672,fly6,fly7,11547,11579,33,,
467,fly3,fly5,11550,11577,28,,
2682,fly8,fly11,11652,11686,35,,
1768,fly6,fly10,11665,11710,46,,
2838,fly8,fly5,11698,11787,90,,
2786,fly8,fly4,11725,11812,88,,
1598,fly6,fly12,11734,11834,101,,
608,fly2,fly1,11797,11872,76,,
1334,fly1,fly2,11798,11850,53,,
2025,fly4,fly8,11800,11833,34,,
3024,fly10,fly6,11829,11844,16,,
233,fly9,fly8,11838,11856,19,,
2919,fly10,fly2,11873,11905,33,,
769,fly2,fly10,11912,11939,28,,
1145,fly12,fly11,11921,11947,27,,
1146,fly12,fly11,11955,12204,250,,
2920,fly10,fly2,11979,12000,22,,
2902,fly10,fly3,12004,12034,31,,
496,fly3,fly10,12016,12033,18,,
2071,fly7,fly9,12024,12052,29,,
1735,fly6,fly8,12031,12044,14,,
185,fly9,fly7,12031,12052,22,,
1320,fly1,fly3,12032,12335,304,,
2683,fly8,fly11,12150,12190,41,,
1021,fly11,fly8,12150,12169,20,,
2399,fly5,fly9,12155,12172,18,,
865,fly11,fly12,12176,12200,25,,
2716,fly8,fly12,12191,12238,48,,
1552,fly6,fly11,12215,12233,19,,
3073,fly10,fly7,12217,12230,14,,
1279,fly12,fly8,12248,12263,16,,
2432,fly5,fly2,12248,12278,31,,
2726,fly8,fly1,12259,12335,77,,
2637,fly8,fly3,12277,12293,17,,
1988,fly4,fly5,12280,12306,27,,
450,fly3,fly7,12300,12357,58,,
2879,fly10,fly9,12305,12320,16,,
2755,fly8,fly6,12322,12370,49,,
2529,fly5,fly4,12326,12340,15,,
2727,fly8,fly1,12337,12361,25,,
1736,fly6,fly8,12338,12362,25,,
2107,fly7,fly3,12354,12381,28,,
1370,fly1,fly6,12354,12380,27,,
390,fly3,fly6,12366,12381,16,,
2348,fly7,fly8,12366,12399,34,,
665,fly2,fly4,12370,12387,18,,
483,fly3,fly8,12371,12386,16,,
561,fly2,fly11,12380,12402,23,,
484,fly3,fly8,12388,12404,17,,
838,fly11,fly2,12389,12403,15,,
2638,fly8,fly3,12390,12404,15,,
2950,fly10,fly11,12488,12544,57,,
535,fly2,fly3,12490,12512,23,,
308,fly3,fly2,12490,12533,44,,
1964,fly4,fly7,12536,12552,17,,
1039,fly11,fly10,12538,12553,16,,
906,fly11,fly6,12594,12630,37,,
1553,fly6,fly11,12595,12629,35,,
1280,fly12,fly8,12603,12650,48,,
666,fly2,fly4,12616,12635,20,,
3074,fly10,fly7,12618,12676,59,,
770,fly2,fly10,12632,12665,34,,
2728,fly8,fly1,12633,12684,52,,
1844,fly4,fly2,12634,12652,19,,
2921,fly10,fly2,12681,12695,15,,
1069,fly12,fly9,12686,12723,38,,
1965,fly4,fly7,12692,12710,19,,
101,fly9,fly12,12725,12754,30,,
771,fly2,fly10,12730,12762,33,,
1516,fly6,fly2,12737,12763,27,,
645,fly2,fly6,12739,12754,16,,
2289,fly7,fly4,12751,12773,23,,
646,fly2,fly6,12758,12775,18,,
274,fly3,fly9,12786,12799,14,,
1795,fly4,fly9,12797,12827,31,,
160,fly9,fly4,12797,12816,20,,
419,fly3,fly4,12825,12858,34,,
1821,fly4,fly3,12825,12852,28,,
1397,fly1,fly7,12828,12860,33,,
136,fly9,fly6,12842,12869,28,,
1454,fly6,fly9,12843,12875,33,,
2729,fly8,fly1,12861,12903,43,,
1415,fly1,fly8,12864,12886,23,,
275,fly3,fly9,12865,12883,19,,
1483,fly6,fly3,12878,12897,20,,
1416,fly1,fly8,12911,12930,20,,
1484,fly6,fly3,12911,12941,31,,
2717,fly8,fly12,12912,12937,26,,
1455,fly6,fly9,12925,12940,16,,
1356,fly1,fly12,12926,13176,251,,
18,fly9,fly3,12935,12952,18,,
276,fly3,fly9,12965,12990,26,,
1737,fly6,fly8,12981,12998,18,,
2756,fly8,fly6,12981,12994,14,,
19,fly9,fly3,12984,13003,20,,
934,fly11,fly4,12998,13068,71,,
1871,fly4,fly11,12999,13074,76,,
234,fly9,fly8,13027,13043,17,,
2625,fly8,fly9,13027,13045,19,,
485,fly3,fly8,13044,13059,16,,
2639,fly8,fly3,13045,13073,29,,
1456,fly6,fly9,13064,13144,81,,
873,fly11,fly1,13095,13199,105,,
1872,fly4,fly11,13097,13115,19,,
161,fly9,fly4,13131,13170,40,,
1796,fly4,fly9,13132,13183,52,,
2179,fly7,fly11,13152,13188,37,,
1457,fly6,fly9,13156,13233,78,,
1644,fly6,fly4,13159,13240,82,,
1933,fly4,fly6,13159,13254,96,,
486,fly3,fly8,13172,13239,68,,
186,fly9,fly7,13186,13237,52,,
2072,fly7,fly9,13186,13236,51,,
2290,fly7,fly4,13190,13217,28,,
1797,fly4,fly9,13199,13233,35,,
74,fly9,fly11,13201,13220,20,,
2180,fly7,fly11,13203,13261,59,,
162,fly9,fly4,13216,13259,44,,
137,fly9,fly6,13225,13241,17,,
2291,fly7,fly4,13228,13255,28,,
791,fly11,fly9,13231,13244,14,,
75,fly9,fly11,13234,13306,73,,
907,fly11,fly6,13234,13259,26,,
935,fly11,fly4,13237,13257,21,,
2640,fly8,fly3,13238,13284,47,,
967,fly11,fly7,13251,13279,29,,
487,fly3,fly8,13268,13283,16,,
2255,fly7,fly6,13271,13287,17,,
792,fly11,fly9,13316,13345,30,,
